,Unnamed: 0,CamId,Filename,S_Spring,S_Summer,S_Fall,S_Winter,D_Night,D_Twilight,D_Sunrise,D_Sunset,D_Day,D_FullDaylight,I_Height,I_Width,I_LowestSky,I_Low09Sky,TimeStamp,DQ_TimeDiffers,IQ_Empty,IQ_Noise,Conds,Fog,Rain,Snow,Hail,Thunder
1291,19703,162,20140306_000838.jpg,1,0,0,0,0,1,0,0,0,0,720,1280,521,513,14:52-6,196,0,1.165.707.764.208.520,Clear,0,0,0,0,0
1292,59634,4801,20111109_081000.jpg,0,0,1,0,0,1,0,0,0,0,480,640,243,241,06:44+1,146,0,5,85E-16,Fog,1,0,0,0,0
1293,13486,22788,20140322_062733.jpg,1,0,0,0,0,1,0,0,0,0,800,1280,357,351,05:50+1,97,0,0.024828879196562004,Partly Cloudy,0,0,0,0,0
1294,91610,9112,20131212_064931.jpg,0,0,0,1,0,1,0,0,0,0,480,640,265,262,06:50+0,1,0,0.549322953809909,Overcast,0,0,0,0,0
1295,22249,65,20140521_130309.jpg,1,0,0,0,0,1,0,0,0,0,720,1280,425,420,05:15-7,48,0,0.3458216754298153,Clear,0,0,0,0,0
1296,31639,3837,20140615_195221.jpg,0,1,0,0,0,1,0,0,0,0,480,640,124,119,19:50+0,2,0,0.7098193519265453,Mostly Cloudy,0,0,0,0,0
1297,64385,7233,20131130_070137.jpg,0,0,1,0,0,1,0,0,0,0,720,1280,258,247,07:20+1,41,0,1,17E-14,Unknown,0,0,0,0,0
1298,71736,4801,20111129_154002.jpg,0,0,1,0,0,1,0,0,0,0,480,640,243,241,16:42+1,2,0,4,18E+00,Partly Cloudy,0,0,0,0,0
1299,87752,3297,20130209_160122.jpg,0,0,0,1,0,1,0,0,0,0,412,550,242,236,08:00-8,1,0,2,37E+00,Overcast,0,0,0,0,0
1300,38822,4679,20140729_194014.jpg,0,1,0,0,0,1,0,0,0,0,480,640,188,185,20:43+1,3,0,0.6849904727299599,Light Rain Showers,0,1,0,0,0
1301,78238,3396,20130110_153847.jpg,0,0,0,1,0,1,0,0,0,0,960,1280,484,482,15:50+1,48,0,20.625.156.129.806.800,Fog,1,0,0,0,0
1302,42430,8438,20130608_131640.jpg,0,1,0,0,0,1,0,0,0,0,600,800,271,267,04:53-6,143,0,0.13566751892004747,Clear,0,0,0,0,0
1303,39286,6798,20130702_185350.jpg,0,1,0,0,0,1,0,0,0,0,480,640,352,350,19:30-1,97,0,0.06783375946002138,Partly Cloudy,0,0,0,0,0
1304,56426,684,20120904_114157.jpg,0,0,1,0,0,1,0,0,0,0,720,1280,523,505,05:54-5,47,0,0.3706505546263969,Overcast,0,0,0,0,0
1305,44720,861,20140622_123550.jpg,0,1,0,0,0,1,0,0,0,0,480,640,164,163,04:54-7,41,0,0.4384843140864418,Clear,0,0,0,0,0
1306,92712,3297,20131227_010122.jpg,0,0,0,1,0,1,0,0,0,0,412,550,242,236,17:00-8,1,0,0.1853252773132028,Partly Cloudy,0,0,0,0,0
1307,34211,4679,20140606_014022.jpg,0,1,0,0,0,1,0,0,0,0,480,640,188,185,04:20+1,100,0,1,23E+00,Unknown,0,0,0,0,0
1308,45492,260,20130805_011452.jpg,0,1,0,0,0,1,0,0,0,0,720,1280,337,325,21:05-5,51,0,11.516.301.050.778.000,Scattered Clouds,0,0,0,0,0
1309,27817,684,20140629_094147.jpg,0,1,0,0,0,1,0,0,0,0,720,1280,523,505,03:54-5,47,0,1.608.290.420.231.110,Mostly Cloudy,0,0,0,0,0
1310,6097,9708,20110525_030519.jpg,1,0,0,0,0,1,0,0,0,0,960,1280,133,129,01:25+0,100,0,18.457.085.783.412.000,Unknown,0,0,0,0,0
1311,49134,8887,20140729_193810.jpg,0,1,0,0,0,1,0,0,0,0,768,1024,52,48,19:50+1,48,0,35.492.161.734.224.500,Overcast,0,0,0,0,0
1312,40457,260,20130618_091456.jpg,0,1,0,0,0,1,0,0,0,0,720,1280,337,325,05:06-5,52,0,0.9944601460260264,Clear,0,0,0,0,0
1313,26124,1093,20140724_095401.jpg,0,1,0,0,0,1,0,0,0,0,480,640,212,207,03:53-6,1,0,0.7690107691836584,Partly Cloudy,0,0,0,0,0
1314,44962,22788,20140630_002736.jpg,0,1,0,0,0,1,0,0,0,0,800,1280,357,351,03:00+1,93,0,0.5989807122030548,Clear,0,0,0,0,0
1315,71968,10066,20130907_175721.jpg,0,0,1,0,0,1,0,0,0,0,480,640,278,268,18:55+1,2,0,0.4260698744881412,Scattered Clouds,0,0,0,0,0
1316,57514,9730,20130520_192707.jpg,0,0,1,0,0,1,0,0,0,0,480,640,182,179,17:00-4,93,0,0.4384843140864035,Partly Cloudy,0,0,0,0,0
1317,90188,684,20130118_234147.jpg,0,0,0,1,0,1,0,0,0,0,720,1280,523,505,17:54-5,47,0,12.906.240.630.627.000,Clear,0,0,0,0,0
1318,12699,65,20140518_130311.jpg,1,0,0,0,0,1,0,0,0,0,720,1280,425,420,05:15-7,48,0,0.3458216754298287,Clear,0,0,0,0,0
1319,67490,10870,20130905_050806.jpg,0,0,1,0,0,1,0,0,0,0,480,640,185,183,05:20+1,48,0,3,09E-01,Unknown,0,0,0,0,0
1320,28250,22788,20140622_002726.jpg,0,1,0,0,0,1,0,0,0,0,800,1280,357,351,02:20+1,53,0,0.3085783566349686,Mostly Cloudy,0,0,0,0,0
1321,56797,9483,20131002_025419.jpg,0,0,1,0,0,1,0,0,0,0,647,1024,306,302,06:20+1,146,0,0.2961639170366811,Clear,0,0,0,0,0
1322,50979,260,20130614_011454.jpg,0,1,0,0,0,1,0,0,0,0,720,1280,337,325,20:16-5,2,0,14.924.621.219.103.600,Clear,0,0,0,0,0
1323,15313,684,20140529_094150.jpg,1,0,0,0,0,1,0,0,0,0,720,1280,523,505,03:54-5,47,0,15.867.879.800.993.900,Partly Cloudy,0,0,0,0,0
1324,1585,11331,20140331_171123.jpg,1,0,0,0,0,1,0,0,0,0,665,857,181,180,19:00+1,49,0,1,17E-14,Overcast,0,0,0,0,0
1325,11113,861,20140505_000554.jpg,1,0,0,0,0,1,0,0,0,0,480,640,164,163,13:54-7,191,0,0.4203083130195489,Clear,0,0,0,0,0
1326,5182,24325,20140331_160843.jpg,1,0,0,0,0,1,0,0,0,0,768,1024,418,409,05:53-7,195,0,0.3209927962332547,Clear,0,0,0,0,0
1327,36833,19306,20130720_025336.jpg,0,1,0,0,0,1,0,0,0,0,960,1296,272,249,18:55-8,2,0,13.192.250.396.546.800,Mostly Cloudy,0,0,0,0,1
1328,67433,10066,20131109_155729.jpg,0,0,1,0,0,1,0,0,0,0,480,640,278,268,16:55+1,2,0,0.43848431408643096,Light Rain,1,1,0,0,0
1329,59404,11331,20141011_164128.jpg,0,0,1,0,0,1,0,0,0,0,665,857,181,180,19:20+1,99,0,1,17E-14,Mostly Cloudy,0,0,0,0,0
1330,46750,24325,20140615_150859.jpg,0,1,0,0,0,1,0,0,0,0,768,1024,418,409,04:53-7,195,0,0.4136554348898418,Clear,0,0,0,0,0
1331,94297,17244,20130107_210547.jpg,0,0,0,1,0,1,0,0,0,0,480,640,157,142,12:43-6,142,0,7.948.136.973.417.440,Overcast,0,0,0,0,0
1332,52851,18590,20131020_113926.jpg,0,0,1,0,0,1,0,0,0,0,480,640,280,268,04:52-6,47,0,0.2531590367732094,Partly Cloudy,0,0,0,0,0
1333,41756,22788,20140719_185724.jpg,0,1,0,0,0,1,0,0,0,0,800,1280,357,351,22:20+1,143,0,5,14E-01,Clear,0,0,0,0,0
1334,74149,162,20130122_233832.jpg,0,0,0,1,0,1,0,0,0,0,720,1280,521,513,16:52-6,46,0,15.661.768.566.287.500,Clear,0,0,0,0,0
1335,91051,4584,20130112_050654.jpg,0,0,0,1,0,1,0,0,0,0,480,640,246,245,03:50+2,196,0,5.636.138.430.573.330,Partly Cloudy,0,0,0,0,0
1336,94447,21511,20130111_003146.jpg,0,0,0,1,0,1,0,0,0,0,480,640,231,226,17:33-7,2,0,9.501.246.901.366.370,Partly Cloudy,0,0,0,0,0
1337,70161,24325,20131118_140850.jpg,0,0,1,0,0,1,0,0,0,0,768,1024,418,409,03:53-7,195,0,0.6176023716004829,Clear,0,0,0,0,0
1338,31900,623,20130625_021156.jpg,0,1,0,0,0,1,0,0,0,0,720,1280,435,435,17:52-6,139,0,2.247.721.476.504.100,Partly Cloudy,0,0,0,0,0
1339,43229,1093,20140830_105359.jpg,0,1,0,0,0,1,0,0,0,0,480,640,212,207,04:53-6,0,0,0.27798791596980577,Clear,0,0,0,0,0
1340,28265,3297,20130612_120116.jpg,0,1,0,0,0,1,0,0,0,0,412,550,242,236,04:00-8,1,0,0.32099279623324795,Mostly Cloudy,0,0,0,0,0
1341,78037,623,20130102_204157.jpg,0,0,0,1,0,1,0,0,0,0,720,1280,435,435,13:52-6,49,0,0.3954794338229765,Light Rain,0,1,0,0,0
1342,59566,260,20131029_114448.jpg,0,0,1,0,0,1,0,0,0,0,720,1280,337,325,06:45-5,1,0,0.4318314359567362,Clear,0,0,0,0,0
1343,23188,4584,20130425_180656.jpg,1,0,0,0,0,1,0,0,0,0,480,640,246,245,19:20+2,46,0,10.150.951.522.546.100,Clear,0,0,0,0,0
1344,80896,3888,20130116_064349.jpg,0,0,0,1,0,1,0,0,0,0,240,320,69,68,07:30+0,47,0,0.5046548540140334,Light Rain,0,1,0,0,0
1345,20256,11160,20130518_165322.jpg,1,0,0,0,0,1,0,0,0,0,480,640,233,232,19:20+0,147,0,0.438484314086437,Scattered Clouds,0,0,0,0,0
1346,71823,7371,20121127_154726.jpg,0,0,1,0,0,1,0,0,0,0,960,1280,487,482,16:50+1,3,0,0.5063180735464429,Overcast,0,0,0,0,0
1347,302,1093,20140502_085354.jpg,1,0,0,0,0,1,0,0,0,0,480,640,212,207,04:32-6,99,0,0.9448023876328724,Light Rain,0,1,0,0,0
1348,3940,260,20140305_114447.jpg,1,0,0,0,0,1,0,0,0,0,720,1280,337,325,05:56-5,48,0,0.4384843140864267,Clear,0,0,0,0,0
1349,87630,17218,20131201_184017.jpg,0,0,0,1,0,1,0,0,0,0,600,960,310,310,17:00-4,140,0,0.30281679516637505,Unknown,0,0,0,0,0
1350,53821,9483,20131004_152417.jpg,0,0,1,0,0,1,0,0,0,0,647,1024,306,302,18:00+1,96,0,1,17E-14,Scattered Clouds,0,0,0,0,0
1351,337,9291,20140326_071519.jpg,1,0,0,0,0,1,0,0,0,0,480,640,152,143,05:50+1,145,0,0.6238095913996231,Mostly Cloudy,0,0,0,0,0
1352,68198,19306,20131021_012329.jpg,0,0,1,0,0,1,0,0,0,0,960,1296,272,249,16:35-8,48,0,3.030.809.904.818.480,Clear,0,0,0,0,0
1353,19423,10870,20130407_050803.jpg,1,0,0,0,0,1,0,0,0,0,480,640,185,183,05:20+1,48,0,0.4566603151533095,Overcast,0,0,0,0,0
1354,80033,861,20140211_170559.jpg,0,0,0,1,0,1,0,0,0,0,480,640,164,163,06:54-7,191,0,0.18532527731319987,Clear,0,0,0,0,0
1355,74265,3837,20130106_064535.jpg,0,0,0,1,0,1,0,0,0,0,480,640,124,119,06:50+0,5,0,0.4384843140864239,Overcast,0,0,0,0,0
1356,37255,65,20130730_123310.jpg,0,1,0,0,0,1,0,0,0,0,720,1280,425,420,05:35-7,2,0,0.4384843140864345,Clear,0,0,0,0,0
1357,71748,623,20140919_124155.jpg,0,0,1,0,0,1,0,0,0,0,720,1280,435,435,05:52-6,49,0,0.4384843140864271,Light Rain,0,1,0,0,0
1358,10627,7233,20130514_190137.jpg,1,0,0,0,0,1,0,0,0,0,720,1280,258,247,19:20+1,41,0,5,14E-02,Partly Cloudy,0,0,0,0,0
1359,6806,3297,20130425_040121.jpg,1,0,0,0,0,1,0,0,0,0,412,550,242,236,20:00-8,1,0,0.6419855924665014,Mostly Cloudy,0,0,0,0,0
1360,74745,8733,20130108_190641.jpg,0,0,0,1,0,1,0,0,0,0,480,640,321,319,16:50+1,196,0,2.872.541.798.354.600,Unknown,0,0,0,0,0
1361,11663,18590,20140505_003927.jpg,1,0,0,0,0,1,0,0,0,0,480,640,280,268,17:52-6,47,0,0.27133503784010776,Partly Cloudy,0,0,0,0,0
1362,77955,3396,20131231_133835.jpg,0,0,0,1,0,1,0,0,0,0,960,1280,484,482,17:00+1,142,0,2.478.367.342.694.740,,0,0,0,0,0
1363,56229,75,20131110_144258.jpg,0,0,1,0,0,1,0,0,0,0,720,1280,621,616,05:52-8,50,0,0.3458216754298241,Clear,0,0,0,0,0
1364,77906,204,20140222_234951.jpg,0,0,0,1,0,1,0,0,0,0,480,704,369,366,17:54-6,5,0,0.3954794338229717,Partly Cloudy,0,0,0,0,0
1365,54888,11331,20141007_064122.jpg,0,0,1,0,0,1,0,0,0,0,665,857,181,180,09:20+1,99,0,1,17E-14,Light Rain,0,1,0,0,0
1366,28466,22788,20140825_052734.jpg,0,1,0,0,0,1,0,0,0,0,800,1280,357,351,04:50+1,97,0,0.1389939579849042,Unknown,0,0,0,0,0
1367,32174,162,20140705_023858.jpg,0,1,0,0,0,1,0,0,0,0,720,1280,521,513,19:52-6,46,0,2.232.100.011.630.740,Light Rain,0,1,0,0,0
1368,28864,10870,20130620_033806.jpg,0,1,0,0,0,1,0,0,0,0,480,640,185,183,03:50+1,48,0,1,95E+02,Unknown,0,0,0,0,0
1369,51005,22788,20140708_205732.jpg,0,1,0,0,0,1,0,0,0,0,800,1280,357,351,22:50+1,53,0,0.1853252773132,Clear,0,0,0,0,0
1370,46036,21510,20130801_233211.jpg,0,1,0,0,0,1,0,0,0,0,480,640,216,213,18:09-7,97,0,9.646.654.909.901.400,Thunderstorms and Rain,0,1,0,0,1
1371,26770,4679,20140626_014019.jpg,0,1,0,0,0,1,0,0,0,0,480,640,188,185,04:20+1,100,0,0.11749151785317305,Partly Cloudy,0,0,0,0,0
1372,41427,21510,20140629_113052.jpg,0,1,0,0,0,1,0,0,0,0,480,640,216,213,03:48-7,42,0,8.779.013.109.841.530,Scattered Clouds,0,0,0,0,0
1373,45117,22788,20140620_032734.jpg,0,1,0,0,0,1,0,0,0,0,800,1280,357,351,02:50+1,97,0,0.2531590367732269,Overcast,0,0,0,0,0
1374,37771,9708,20110625_060518.jpg,0,1,0,0,0,1,0,0,0,0,960,1280,133,129,02:55+0,190,0,0.9537709743765566,Scattered Clouds,0,0,0,0,0
1375,17345,7233,20130330_180143.jpg,1,0,0,0,0,1,0,0,0,0,720,1280,258,247,18:20+1,41,0,19.259.567.773.995.100,Light Rain,0,1,0,0,0
1376,54450,861,20140911_023559.jpg,0,0,1,0,0,1,0,0,0,0,480,640,164,163,18:54-7,41,0,0.4384843140864306,Clear,0,0,0,0,0
1377,17955,3837,20130505_035213.jpg,1,0,0,0,0,1,0,0,0,0,480,640,124,119,03:50+0,2,0,0.4384843140864325,Unknown,0,0,0,0,0
1378,11731,684,20140430_004157.jpg,1,0,0,0,0,1,0,0,0,0,720,1280,523,505,18:54-5,47,0,12.839.711.849.330.100,Overcast,0,0,0,0,0
1379,46581,10870,20130625_040757.jpg,0,1,0,0,0,1,0,0,0,0,480,640,185,183,04:20+1,47,0,0.14232039704976207,Light Rain Showers,0,1,0,0,0
1380,33053,19388,20130826_051403.jpg,0,1,0,0,0,1,0,0,0,0,960,1280,396,393,03:50+1,144,0,0.481489194349887,Unknown,0,0,0,0,0
1381,23684,3837,20130521_031524.jpg,1,0,0,0,0,1,0,0,0,0,480,640,124,119,00:50+0,145,0,31.154.826.903.537.600,Light Rain,0,1,0,0,0
1382,44074,22788,20140714_032722.jpg,0,1,0,0,0,1,0,0,0,0,800,1280,357,351,02:50+1,97,0,0.18532527731319431,Mostly Cloudy,0,0,0,0,0
1383,79639,162,20140108_020833.jpg,0,0,0,1,0,1,0,0,0,0,720,1280,521,513,16:52-6,196,0,14.656.437.786.405.900,Clear,0,0,0,0,0
1384,43198,4679,20140705_021019.jpg,0,1,0,0,0,1,0,0,0,0,480,640,188,185,04:00+1,50,0,0.1919781554428928,Light Rain,0,1,0,0,0
1385,62524,260,20140925_104459.jpg,0,0,1,0,0,1,0,0,0,0,720,1280,337,325,06:35-5,51,0,14.200.843.621.836.100,Mostly Cloudy,0,0,0,0,0
1386,51650,75,20140711_034304.jpg,0,1,0,0,0,1,0,0,0,0,720,1280,621,616,18:52-8,51,0,0.6147215908661829,Clear,0,0,0,0,0
1387,10150,17218,20130302_194024.jpg,1,0,0,0,0,1,0,0,0,0,600,960,310,310,18:00-4,140,0,5,14E-02,Unknown,0,0,0,0,0
1388,91933,3888,20131229_061228.jpg,0,0,0,1,0,1,0,0,0,0,240,320,69,68,07:00+0,48,0,0.32099279623325616,Partly Cloudy,0,0,0,0,0
1389,44290,9708,20110708_060519.jpg,0,1,0,0,0,1,0,0,0,0,960,1280,133,129,02:55+0,190,0,14.644.262.174.387.100,Overcast,0,0,0,0,0
1390,16254,1093,20140513_095356.jpg,1,0,0,0,0,1,0,0,0,0,480,640,212,207,03:53-6,0,0,0.8339637479093999,Clear,0,0,0,0,0
1391,19582,65,20140309_133310.jpg,1,0,0,0,0,1,0,0,0,0,720,1280,425,420,06:35-7,2,0,0.3954794338229712,Clear,0,0,0,0,0
1392,57444,3837,20131108_162213.jpg,0,0,1,0,0,1,0,0,0,0,480,640,124,119,18:00+0,98,0,0.5559758319395945,,0,0,0,0,0
1393,61474,684,20121026_141152.jpg,0,0,1,0,0,1,0,0,0,0,720,1280,523,505,06:47-5,144,0,0.3706505546264019,Overcast,0,0,0,0,0
1394,6498,3297,20130320_030128.jpg,1,0,0,0,0,1,0,0,0,0,412,550,242,236,19:00-8,1,0,0.2407445971749433,Light Rain,0,1,0,0,0
1395,2067,24325,20140403_160859.jpg,1,0,0,0,0,1,0,0,0,0,768,1024,418,409,05:53-7,195,0,0.4384843140864322,Overcast,0,0,0,0,0
1396,22860,18590,20130503_113935.jpg,1,0,0,0,0,1,0,0,0,0,480,640,280,268,04:52-6,47,0,2,00E+00,Overcast,0,0,0,0,0
1397,65308,75,20131018_014257.jpg,0,0,1,0,0,1,0,0,0,0,720,1280,621,616,16:52-8,50,0,0.6271360304644751,Clear,0,0,0,0,0
1398,34434,9708,20110711_193519.jpg,0,1,0,0,0,1,0,0,0,0,960,1280,133,129,20:25+0,50,0,11.611.637.639.417.900,Mostly Cloudy,0,0,0,0,0
1399,48018,5020,20140225_204531.jpg,0,1,0,0,0,1,0,0,0,0,480,640,247,243,21:00-3,195,0,0.21015415650977493,Light Rain,0,1,0,0,0
1400,82930,684,20140128_231151.jpg,0,0,0,1,0,1,0,0,0,0,720,1280,523,505,17:28-5,43,0,13.030.385.026.609.900,Light Snow,0,0,1,0,0
1401,76590,3395,20110220_060728.jpg,0,0,0,1,0,1,0,0,0,0,485,974,277,275,06:00+0,7,0,0.691643350859658,,0,0,0,0,0
1402,77786,260,20131217_204457.jpg,0,0,0,1,0,1,0,0,0,0,720,1280,337,325,17:20-5,96,0,0.345821675429831,Light Freezing Fog,1,0,0,0,0
1403,39601,22788,20140720_002735.jpg,0,1,0,0,0,1,0,0,0,0,800,1280,357,351,03:00+1,93,0,0.2531590367732236,Clear,0,0,0,0,0
1404,56559,75,20131109_144253.jpg,0,0,1,0,0,1,0,0,0,0,720,1280,621,616,05:52-8,50,0,0.2978271365691061,Clear,0,0,0,0,0
1405,15077,19834,20140310_013240.jpg,1,0,0,0,0,1,0,0,0,0,512,672,283,282,17:53-6,99,0,0.9944601460260284,Mostly Cloudy,0,0,0,0,0
1406,47886,9483,20130808_052414.jpg,0,1,0,0,0,1,0,0,0,0,647,1024,306,302,04:50+1,94,0,0.11749151785317292,Mostly Cloudy,0,0,0,0,0
1407,48393,1093,20140629_015401.jpg,0,1,0,0,0,1,0,0,0,0,480,640,212,207,19:53-6,1,0,0.750389109786236,Scattered Clouds,0,0,0,0,0
1408,74463,7211,20120128_070951.jpg,0,0,0,1,0,1,0,0,0,0,1024,1280,415,406,07:20+1,49,0,0.06617053992759359,Light Snow,0,0,1,0,0
1409,84524,11160,20130206_182315.jpg,0,0,0,1,0,1,0,0,0,0,480,640,233,232,16:50+0,93,0,2.677.178.354.304.410,Light Rain,0,1,1,0,0
1410,37029,19388,20130724_211413.jpg,0,1,0,0,0,1,0,0,0,0,960,1280,396,393,19:50+1,144,0,15.334.775.381.006.200,Clear,0,0,0,0,0
1411,76465,65,20131210_150309.jpg,0,0,0,1,0,1,0,0,0,0,720,1280,425,420,07:15-7,48,0,0.2779879159697971,Clear,0,0,0,0,0
1412,15389,4181,20130518_024650.jpg,1,0,0,0,0,1,0,0,0,0,480,640,166,155,18:58-7,48,0,0.09266263865659977,Clear,0,0,0,0,0
1413,30171,9483,20130618_212532.jpg,0,1,0,0,0,1,0,0,0,0,647,1024,306,302,20:50+1,95,0,0.5584109543433482,Clear,0,0,0,0,0
1414,64105,6798,20130925_172353.jpg,0,0,1,0,0,1,0,0,0,0,480,640,352,350,18:00-1,97,0,1,86E+01,Mostly Cloudy,0,0,0,0,0
1415,48659,684,20140623_121150.jpg,0,1,0,0,0,1,0,0,0,0,720,1280,523,505,04:49-5,142,0,0.3888265556932812,Mostly Cloudy,0,0,0,0,0
1416,44775,19306,20130623_032336.jpg,0,1,0,0,0,1,0,0,0,0,960,1296,272,249,18:35-8,48,0,1,17E-14,Clear,0,0,0,0,0
1417,15418,24325,20140516_150843.jpg,1,0,0,0,0,1,0,0,0,0,768,1024,418,409,04:53-7,195,0,0.4384843140864274,Clear,0,0,0,0,0
1418,85539,204,20140116_132020.jpg,0,0,0,1,0,1,0,0,0,0,480,704,369,366,07:22-6,2,0,0.4136554348898544,Light Snow,0,0,1,0,0
1419,92,22788,20140415_052725.jpg,1,0,0,0,0,1,0,0,0,0,800,1280,357,351,04:50+1,97,0,1,86E+01,Unknown,0,0,0,0,0
1420,62567,11331,20140913_171125.jpg,0,0,1,0,0,1,0,0,0,0,665,857,181,180,19:00+1,49,0,1,17E-14,Mostly Cloudy,0,0,0,0,0
1421,93117,7233,20130110_160147.jpg,0,0,0,1,0,1,0,0,0,0,720,1280,258,247,16:20+1,41,0,0.06783375946001216,Mostly Cloudy,0,0,0,0,0
1422,23597,861,20140524_123557.jpg,1,0,0,0,0,1,0,0,0,0,480,640,164,163,04:54-7,41,0,0.3706505546263941,Clear,0,0,0,0,0
1423,94116,7233,20130103_153143.jpg,0,0,0,1,0,1,0,0,0,0,720,1280,258,247,17:20+1,49,0,2,06E-02,Mostly Cloudy,0,0,0,0,0
1424,31474,7233,20130709_200159.jpg,0,1,0,0,0,1,0,0,0,0,720,1280,258,247,20:20+1,41,0,1.080.469.906.552.930,Mostly Cloudy,0,0,0,0,0
1425,56399,9730,20130404_175713.jpg,0,0,1,0,0,1,0,0,0,0,480,640,182,179,18:00-4,243,0,0.27798791596980177,Overcast,0,0,0,0,0
1426,5427,19388,20130315_041406.jpg,1,0,0,0,0,1,0,0,0,0,960,1280,396,393,02:50+1,144,0,17.581.550.120.716.500,Mostly Cloudy,0,0,0,0,0
1427,16001,9708,20110521_023518.jpg,1,0,0,0,0,1,0,0,0,0,960,1280,133,129,03:25+0,50,0,23.362.857.732.245.300,Partly Cloudy,0,0,0,0,0
1428,53594,8733,20131009_200649.jpg,0,0,1,0,0,1,0,0,0,0,480,640,321,319,17:50+1,196,0,13.294.589.531.161.300,Overcast,0,0,0,0,0
1429,70088,7211,20121011_061001.jpg,0,0,1,0,0,1,0,0,0,0,1024,1280,415,406,06:20+1,50,0,0.1356675189200543,Scattered Clouds,0,0,0,0,0
1430,58103,260,20131124_124454.jpg,0,0,1,0,0,1,0,0,0,0,720,1280,337,325,06:58-5,46,0,0.4616499737505708,Clear,0,0,0,0,0
1431,25389,19306,20130530_115324.jpg,1,0,0,0,0,1,0,0,0,0,960,1296,272,249,03:55-8,2,0,2.498.119.146.332.810,Clear,0,0,0,0,0
1432,82333,22788,20140201_045732.jpg,0,0,0,1,0,1,0,0,0,0,800,1280,357,351,08:20+1,143,0,0.2729982573725294,Mostly Cloudy,0,0,0,0,0
1433,62190,19306,20131101_012327.jpg,0,0,1,0,0,1,0,0,0,0,960,1296,272,249,16:35-8,48,0,19.937.905.368.595.500,Clear,0,0,0,0,0
1434,29353,858,20140610_093249.jpg,0,1,0,0,0,1,0,0,0,0,480,640,278,278,21:53-10,99,0,0.9381495095031888,Mostly Cloudy,0,0,0,0,0
1435,53783,9483,20131007_145413.jpg,0,0,1,0,0,1,0,0,0,0,647,1024,306,302,18:20+1,146,0,0.1604963981166272,Mostly Cloudy,0,0,0,0,0
1436,23506,19388,20130526_234411.jpg,1,0,0,0,0,1,0,0,0,0,960,1280,396,393,02:20+1,96,0,0.9281701923086548,Mostly Cloudy,0,0,0,0,0
1437,74727,3837,20131213_155218.jpg,0,0,0,1,0,1,0,0,0,0,480,640,124,119,15:50+0,2,0,0.5559758319396131,Overcast,0,0,0,0,0
1438,85666,24325,20140212_170845.jpg,0,0,0,1,0,1,0,0,0,0,768,1024,418,409,06:53-7,195,0,0.463313193282996,Mostly Cloudy,0,0,0,0,0
1439,55094,10066,20130905_175727.jpg,0,0,1,0,0,1,0,0,0,0,480,640,278,268,18:55+1,2,0,0.3458216754298169,Fog,1,0,0,0,0
1440,46182,260,20130711_011447.jpg,0,1,0,0,0,1,0,0,0,0,720,1280,337,325,20:16-5,2,0,13.832.867.017.193.100,Clear,0,0,0,0,0
1441,46609,9708,20110623_193518.jpg,0,1,0,0,0,1,0,0,0,0,960,1280,133,129,20:25+0,50,0,11.086.252.248.143.400,Mostly Cloudy,0,0,0,0,0
1442,47537,3395,20110621_020728.jpg,0,1,0,0,0,1,0,0,0,0,485,974,277,275,03:00+0,53,0,0.6419855924665114,,0,0,0,0,0
1443,12794,24325,20140509_150845.jpg,1,0,0,0,0,1,0,0,0,0,768,1024,418,409,04:53-7,195,0,0.3209927962332594,Clear,0,0,0,0,0
1444,15905,8953,20130314_181259.jpg,1,0,0,0,0,1,0,0,0,0,960,1280,594,586,15:50+1,202,0,10.035.959.120.753.700,Scattered Clouds,0,0,0,0,0
1445,46947,204,20130719_011948.jpg,0,1,0,0,0,1,0,0,0,0,480,704,369,366,16:58-6,141,0,0.2531590367732268,Scattered Clouds,0,0,0,0,0
1446,69345,9112,20130926_044926.jpg,0,0,1,0,0,1,0,0,0,0,480,640,265,262,04:50+0,1,0,0.4384843140864283,Scattered Clouds,0,0,0,0,0
1447,57136,260,20130922_231456.jpg,0,0,1,0,0,1,0,0,0,0,720,1280,337,325,18:15-5,1,0,0.4384843140864364,Overcast,0,0,0,0,0
1448,16529,10870,20130512_200808.jpg,1,0,0,0,0,1,0,0,0,0,480,640,185,183,20:20+1,48,0,18.605.581.403.432.400,Light Rain Showers,0,1,0,0,0
1449,91151,162,20140114_153842.jpg,0,0,0,1,0,1,0,0,0,0,720,1280,521,513,08:52-6,46,0,0.3954794338229452,Overcast,0,0,0,0,0
1450,14613,10870,20130410_050758.jpg,1,0,0,0,0,1,0,0,0,0,480,640,185,183,05:20+1,47,0,0.3458216754298513,Mostly Cloudy,0,0,0,0,0
1451,45908,22788,20140610_205727.jpg,0,1,0,0,0,1,0,0,0,0,800,1280,357,351,22:50+1,53,0,0.27798791596980565,Clear,0,0,0,0,0
1452,50275,22788,20140604_205731.jpg,0,1,0,0,0,1,0,0,0,0,800,1280,357,351,22:50+1,53,0,0.0,Mostly Cloudy,0,0,0,0,0
1453,59230,3297,20131031_010121.jpg,0,0,1,0,0,1,0,0,0,0,412,550,242,236,17:00-8,1,0,0.0926626386565929,Mostly Cloudy,0,0,0,0,0
1454,15995,21510,20140408_120107.jpg,1,0,0,0,0,1,0,0,0,0,480,640,216,213,02:44-7,137,0,2.308.658.845.594.060,Clear,0,0,0,0,0
